imdb_id,title,genre,imdb_rating,year,content_type
tt0816692,Interstellar,Soundtrack,8.7,2014,movie
tt0816692,Interstellar,Thought-provoking,8.7,2014,movie
tt0073486,One Flew Over the Cuckoo's Nest,Dark Comedy,8.6,1975,movie
tt0073486,One Flew Over the Cuckoo's Nest,Medical Drama,8.6,1975,movie
tt0073486,One Flew Over the Cuckoo's Nest,Psychological Drama,8.6,1975,movie
tt0073486,One Flew Over the Cuckoo's Nest,Drama,8.6,1975,movie
tt0073486,One Flew Over the Cuckoo's Nest,Freedom,8.6,1975,movie
tt0073486,One Flew Over the Cuckoo's Nest,Iconic performance,8.6,1975,movie
tt0073486,One Flew Over the Cuckoo's Nest,Performance,8.6,1975,movie
tt0073486,One Flew Over the Cuckoo's Nest,Adaptation,8.6,1975,movie
tt0073486,One Flew Over the Cuckoo's Nest,Allegorical elements,8.6,1975,movie
tt0073486,One Flew Over the Cuckoo's Nest,Dramatic tension,8.6,1975,movie
tt0073486,One Flew Over the Cuckoo's Nest,Human experience,8.6,1975,movie
tt0073486,One Flew Over the Cuckoo's Nest,Mental health,8.6,1975,movie
tt0073486,One Flew Over the Cuckoo's Nest,Social commentary,8.6,1975,movie
tt0114369,Seven,Cop Drama,8.6,1995,movie
tt0114369,Seven,Hard-boiled Detective,8.6,1995,movie
tt0114369,Seven,Police Procedural,8.6,1995,movie
tt0114369,Seven,Psychological Drama,8.6,1995,movie
tt0114369,Seven,Psychological Thriller,8.6,1995,movie
tt0114369,Seven,Serial Killer,8.6,1995,movie
tt0114369,Seven,Tragedy,8.6,1995,movie
tt0114369,Seven,Crime,8.6,1995,movie
tt0114369,Seven,Drama,8.6,1995,movie
tt0114369,Seven,Mystery,8.6,1995,movie
tt0114369,Seven,Atmospheric,8.6,1995,movie
tt0114369,Seven,Cinematography,8.6,1995,movie
tt0114369,Seven,Performance,8.6,1995,movie
tt0114369,Seven,Suspenseful,8.6,1995,movie
tt0114369,Seven,Thrilling,8.6,1995,movie
tt0114369,Seven,Philosophical elements,8.6,1995,movie
tt0114369,Seven,Religious themes,8.6,1995,movie
tt0114369,Seven,Social commentary,8.6,1995,movie
tt0114369,Seven,Dark tone,8.6,1995,movie
tt0038650,It's a Wonderful Life,Feel-Good Romance,8.6,1946,movie
tt0038650,It's a Wonderful Life,Holiday Family,8.6,1946,movie
tt0038650,It's a Wonderful Life,Holiday Romance,8.6,1946,movie
tt0038650,It's a Wonderful Life,Psychological Drama,8.6,1946,movie
tt0038650,It's a Wonderful Life,Supernatural Fantasy,8.6,1946,movie
tt0038650,It's a Wonderful Life,Drama,8.6,1946,movie
