imdb_id,title,content_type,year,decade,era,is_recent,imdb_rating,votes,vote_weighted_score,popularity_tier,runtime_min,runtime_category,genres,genre_primary,certificate,plot,rank,platform,source
KGL_ts76771,Stretch Armstrong & the Flex Fighters,tv_show,2017,2010s,2015–2019,0,6.1,318,15.273,Low,23.0,Short (<1h),Unknown,Unknown,TV-G,,,Netflix,kaggle
KGL_ts76509,Beyond Stranger Things,tv_show,2017,2010s,2015–2019,0,7.4,1883,24.236,Medium,21.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm1001108,Biggie: I Got a Story to Tell,movie,2021,2020s,2020s,1,6.8,5028,25.17,Medium,97.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm423666,The Wandering Earth,movie,2019,2010s,2015–2019,1,5.9,30297,26.44,High,126.0,Epic (2h+),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm366889,Vice,movie,2018,2010s,2015–2019,1,7.2,139439,37.04,High,132.0,Epic (2h+),Unknown,Unknown,R,,,Netflix,kaggle
KGL_ts54117,Luna Petunia,tv_show,2016,2010s,2015–2019,0,6.3,57,11.11,Low,24.0,Short (<1h),Unknown,Unknown,TV-Y,,,Netflix,kaggle
KGL_tm1011188,Meskina,movie,2021,2020s,2020s,1,5.6,913,16.581,Low,98.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm78592,Michael Clayton,movie,2007,2000s,2000s,0,7.2,165109,37.568,High,114.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm82718,G.O.R.A.,movie,2004,2000s,2000s,0,8.0,62386,38.361,High,127.0,Epic (2h+),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm90864,Due Date,movie,2010,2010s,2010–2014,0,6.5,341390,35.966,High,95.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_ts271413,Night Stalker: The Hunt for a Serial Killer,tv_show,2021,2020s,2020s,1,7.5,24892,32.971,High,47.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm70528,Material,movie,2012,2010s,2010–2014,0,7.1,967,21.2,Medium,94.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts84280,Rascal Does Not Dream of Bunny Girl Senpai,tv_show,2018,2010s,2015–2019,1,8.1,11117,32.773,High,25.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm469399,Music Teacher,movie,2018,2010s,2015–2019,1,6.2,693,17.616,Low,101.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts99814,Masameer,tv_show,2011,2010s,2010–2014,0,8.2,687,23.268,Low,14.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm927480,Kiss the Ground,movie,2020,2020s,2020s,1,8.2,6736,31.393,High,84.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts56033,Surviving Escobar - Alias JJ,tv_show,2017,2010s,2015–2019,0,7.7,995,23.087,Medium,42.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm502532,Fantastic Fungi,movie,2019,2010s,2015–2019,1,7.4,8430,29.052,High,81.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts250997,Down to Earth with Zac Efron,tv_show,2020,2020s,2020s,1,8.0,6586,30.55,High,39.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_ts80030,Fastest Car,tv_show,2018,2010s,2015–2019,1,7.1,1330,22.182,Medium,44.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts77563,Mystery Science Theater 3000,tv_show,2017,2010s,2015–2019,0,8.1,3656,28.861,Medium,86.0,Standard (1–1.5h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm441060,ReMastered: Tricky Dick & The Man in Black,movie,2018,2010s,2015–2019,1,7.1,1519,22.591,Medium,58.0,Short (<1h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm828318,Axone,movie,2019,2010s,2015–2019,1,6.9,2213,23.082,Medium,96.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts82979,Talking Tom and Friends,tv_show,2014,2010s,2010–2014,0,6.1,411,15.951,Low,14.0,Short (<1h),Unknown,Unknown,TV-G,,,Netflix,kaggle
KGL_tm294581,The Clapper,movie,2018,2010s,2015–2019,1,5.1,7688,19.818,High,89.0,Standard (1–1.5h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_ts38734,Marcella,tv_show,2016,2010s,2015–2019,0,7.4,30969,33.233,High,45.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm893680,Jo Koy: In His Elements,movie,2020,2020s,2020s,1,5.4,469,14.429,Low,55.0,Short (<1h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts42156,Degrassi: Next Class,tv_show,2016,2010s,2015–2019,0,6.8,3285,23.913,Medium,24.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_tm316923,Kartini: Princess of Java,movie,2017,2010s,2015–2019,0,7.6,511,20.59,Low,118.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm434625,Wish Dragon,movie,2021,2020s,2020s,1,7.2,25743,31.757,High,99.0,Long (1.5–2h),Unknown,Unknown,PG,,,Netflix,kaggle
KGL_tm824560,The Lost Okoroshi,movie,2020,2020s,2020s,1,5.8,175,13.024,Low,94.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts191285,The Prince of Tennis,tv_show,2019,2010s,2015–2019,1,7.6,216,17.757,Low,45.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_tm21155,Falafel,movie,2006,2000s,2000s,0,6.7,217,15.668,Low,80.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts272422,Buried by the Bernards,tv_show,2021,2020s,2020s,1,7.2,350,18.326,Low,25.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm323195,Sarah Silverman: A Speck of Dust,movie,2017,2010s,2015–2019,0,6.9,3744,24.657,Medium,71.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm454464,Pegasus,movie,2019,2010s,2015–2019,1,6.3,1813,20.529,Medium,98.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts218500,Dragons: Rescue Riders,tv_show,2019,2010s,2015–2019,1,5.9,314,14.74,Low,24.0,Short (<1h),Unknown,Unknown,TV-Y,,,Netflix,kaggle
KGL_tm96595,Lakshya,movie,2004,2000s,2000s,0,7.8,23262,34.06,High,186.0,Epic (2h+),Unknown,Unknown,G,,,Netflix,kaggle
KGL_ts305890,Too Hot to Handle: Latino,tv_show,2021,2020s,2020s,1,5.4,284,13.256,Low,36.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm351720,The Most Assassinated Woman in the World,movie,2018,2010s,2015–2019,1,5.3,1092,16.105,Medium,102.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts83814,Undercover Law,tv_show,2018,2010s,2015–2019,1,7.2,215,16.808,Low,54.0,Short (<1h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts283080,Who Killed Sara?,tv_show,2021,2020s,2020s,1,6.4,13960,26.527,High,41.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts302312,Jaguar,tv_show,2021,2020s,2020s,1,5.7,1766,18.509,Medium,45.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts57913,Strongest Deliveryman,tv_show,2017,2010s,2015–2019,0,7.3,660,20.587,Low,55.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts53399,Eternal Love,tv_show,2017,2010s,2015–2019,0,8.3,2339,27.964,Medium,45.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm25947,Snatch,movie,2000,2000s,2000s,0,8.3,841435,49.178,High,103.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm359714,Christmas Inheritance,movie,2017,2010s,2015–2019,0,5.7,11720,23.193,High,105.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm90896,The Return of the Prodigal Son,movie,1976,1970s,Pre-1990,0,7.2,780,20.827,Low,124.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts37539,One-Punch Man,tv_show,2015,2010s,2015–2019,0,8.7,152231,45.088,High,22.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_tm1046264,The Vault,movie,2021,2020s,2020s,1,6.4,21511,27.729,High,118.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm353791,Seven Sundays,movie,2017,2010s,2015–2019,0,7.6,467,20.294,Low,128.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm51493,Vizontele,movie,2001,2000s,2000s,0,8.0,36540,36.502,High,110.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm440996,Trevor Noah: Son of Patricia,movie,2018,2010s,2015–2019,1,7.3,4101,26.375,Medium,63.0,Standard (1–1.5h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_ts86978,Power Rangers Beast Morphers,tv_show,2019,2010s,2015–2019,1,6.5,602,18.072,Low,22.0,Short (<1h),Unknown,Unknown,TV-Y7,,,Netflix,kaggle
KGL_ts343427,Samurai Rabbit: The Usagi Chronicles,tv_show,2022,2020s,2020s,1,6.5,407,16.969,Low,25.0,Short (<1h),Unknown,Unknown,TV-Y7,,,Netflix,kaggle
KGL_ts55982,Anne with an E,tv_show,2017,2010s,2015–2019,0,8.7,52756,41.084,High,46.0,Short (<1h),Unknown,Unknown,TV-G,,,Netflix,kaggle
KGL_ts213611,Bangkok Love Stories: Plead,tv_show,2019,2010s,2015–2019,1,7.2,58,12.75,Low,42.0,Short (<1h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm29737,Rambo,movie,2008,2000s,2000s,0,7.0,230333,37.537,High,92.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm89936,Arahan,movie,2004,2000s,2000s,0,6.6,3841,23.658,Medium,114.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm39896,Dark Shadows,movie,2012,2010s,2010–2014,0,6.2,265626,33.63,High,113.0,Long (1.5–2h),Unknown,Unknown,PG-13,,,Netflix,kaggle
